level,question,all_answers,dummy_pool,sentence,translation,exam_info
Advanced (1201-1700),precede,先行する,"続く, 遅れる, 止まる",A precedes B.,AがBに先行する。,共通テスト
Advanced (1201-1700),neutralize,無効にする、中和する,"強化する, 始める, 混ぜる",neutralize a threat.,脅威を無効にする。,共通テスト
Advanced (1201-1700),render,（ある状態に）する、与える,"奪う, 壊す, 放置する",render it impossible.,それを不可能にする。,早稲田大
Advanced (1201-1700),prolong,延ばす,"廃止する, 怒らせる, 短縮する",prolong the meeting.,会議を延ばす。,共通テスト
Advanced (1201-1700),execute,処刑する、実行する,"しかる, 告白する, 救う",execute a plan.,計画を実行する。,慶應義塾大
Advanced (1201-1700),uncover,明らかにする,"達成する, 延期する, 隠す",uncover the truth.,真実を明らかにする。,共通テスト
Advanced (1201-1700),tremble,震える,"発する, 漂う, 止まる",tremble with fear.,恐怖で震える。,共通テスト
Advanced (1201-1700),seize,つかむ,"逃げる, 織る, 放す",seize the opportunity.,機会をつかむ。,共通テスト
Advanced (1201-1700),abolish,廃止する,"怒らせる, 備えつける, 制定する",abolish slavery.,奴隷制度を廃止する。,共通テスト
Advanced (1201-1700),scold,しかる,"告白する, ねじ曲げる, ほめる",scold a child.,子供をしかる。,共通テスト
Advanced (1201-1700),attain,達成する,"延期する, 取り出す, 失敗する",attain a goal.,目標を達成する。,共通テスト
Advanced (1201-1700),utter,発する、口に出す,"漂う, ぶつかる, 黙る",utter a word.,言葉を発する。,共通テスト
Advanced (1201-1700),flee,逃げる,"織る, 軽蔑する, 留まる",flee from danger.,危険から逃げる。,共通テスト
Advanced (1201-1700),offend,怒らせる,"備えつける, 我慢する, 喜ばせる",offend the audience.,聴衆を怒らせる。,共通テスト
Advanced (1201-1700),confess,告白する,"ねじ曲げる, 自慢する, 隠す",confess a crime.,罪を告白する。,共通テスト
Advanced (1201-1700),postpone,延期する,"取り出す, 無視する, 始める",postpone the game.,試合を延期する。,共通テスト
Advanced (1201-1700),drift,漂う,"ぶつかる, 無視する, 沈む",drift on the sea.,海を漂う。,共通テスト
Advanced (1201-1700),weave,織る,"軽蔑する, からかう, 壊す",weave a basket.,かごを織る（編む）。,共通テスト
Advanced (1201-1700),install,備えつける,"我慢する, 強める, 取り外す",install software.,ソフトを備えつける。,共通テスト
Advanced (1201-1700),twist,ねじ曲げる,"自慢する, 努力する, 伸ばす",twist the truth.,真実をねじ曲げる。,共通テスト
Advanced (1201-1700),extract,取り出す、抽出する,"合わせる, 驚かせる, 埋める",extract oil.,油を抽出する（取り出す）。,共通テスト
Advanced (1201-1700),bump,ぶつかる,"無視する, あくびをする, 避ける",bump into a friend.,友人に（偶然）ぶつかる。,共通テスト
Advanced (1201-1700),despise,軽蔑する,"からかう, 抱きしめる, 尊敬する",despise a coward.,臆病者を軽蔑する。,共通テスト
Advanced (1201-1700),tolerate,我慢する、許容する,"強める, 戦う, 拒む",tolerate noise.,騒音を我慢する。,早稲田大
Advanced (1201-1700),boast,自慢する,"努力する, 編む, 恥じる",boast of success.,成功を自慢する。,共通テスト
Advanced (1201-1700),flourish,栄えている,"合わせる, 疲れる, 衰退する",A flourishing city.,栄えている都市。,共通テスト
Advanced (1201-1700),disregard,無視する,"あくびをする, 抱きしめる, 注意する",disregard rules.,規則を無視する。,上智大
Advanced (1201-1700),tease,からかう,"抱きしめる, 戦う, 慰める",tease a friend.,友人をからかう。,共通テスト
Advanced (1201-1700),fatigue,疲労,"干ばつ, 絶望, 活力",suffer from fatigue.,疲労に苦しむ。,共通テスト
Advanced (1201-1700),fame,名声,"絶望, 破片, 悪評",achieve fame.,名声を得る。,共通テスト
Advanced (1201-1700),mess,めちゃくちゃ（な状態）,"間隔, 野獣, 秩序",a messy room.,めちゃくちゃな部屋。,共通テスト
Advanced (1201-1700),dignity,尊厳,"荷物, 迷信, 屈辱",human dignity.,人間の尊厳。,共通テスト
Advanced (1201-1700),canal,運河,"代表, 衝動, 道路",the Panama Canal.,パナマ運河。,共通テスト
Advanced (1201-1700),drought,干ばつ,"衝動, 糸, 洪水",a severe drought.,深刻な干ばつ。,共通テスト
Advanced (1201-1700),despair,絶望,"破片, 摂取量, 希望",in despair.,絶望して。,共通テスト
Advanced (1201-1700),interval,間隔,"野獣, 宴会, 連続",a short interval.,短い間隔。,共通テスト
Advanced (1201-1700),luggage,荷物,"迷信, 移り変わり, 空港",carry luggage.,荷物を運ぶ。,共通テスト
Advanced (1201-1700),behalf,代表,"幻想, 悲惨さ, 個人",on behalf of...,～を代表して。,共通テスト
Advanced (1201-1700),impulse,衝動,"糸, 放射線, 理性",on impulse.,衝動的に。,共通テスト
Advanced (1201-1700),debris,破片、残骸,"摂取量, 丸太, 全体",space debris.,宇宙ゴミ（破片）。,共通テスト
Advanced (1201-1700),beast,野獣,"宴会, 合意, 家畜",a wild beast.,野獣。,共通テスト
Advanced (1201-1700),superstition,迷信,"移り変わり, 行い, 科学的根拠",an old superstition.,古い迷信。,共通テスト
Advanced (1201-1700),illusion,幻想、錯覚,"悲惨さ, ことわざ, 現実",optical illusion.,錯視（目の錯覚）。,共通テスト
Advanced (1201-1700),thread,糸,"放射線, ほめ言葉, 針",a needle and thread.,針と糸。,共通テスト
Advanced (1201-1700),intake,摂取量,"丸太, 炎, 消費量",daily calorie intake.,1日のカロリー摂取量。,共通テスト
Advanced (1201-1700),feast,宴会,"合意, 記念日, 絶食",a wedding feast.,結婚の宴会。,共通テスト
Advanced (1201-1700),transition,移り変わり、移行,"行い, 良心, 固定",a smooth transition.,スムーズな移り変わり。,共通テスト
Advanced (1201-1700),misery,悲惨さ、不幸,"ことわざ, 探検, 幸福",live in misery.,悲惨な生活を送る。,共通テスト
Advanced (1201-1700),radiation,放射線,"ほめ言葉, 子孫, 太陽光",solar radiation.,太陽放射線。,共通テスト
Advanced (1201-1700),log,丸太、記録,"炎, こづかい, 枝",a log cabin.,丸太小屋。,共通テスト
Advanced (1201-1700),consensus,合意,"記念日, 大見出し, 反対",reach a consensus.,合意に達する。,共通テスト
Advanced (1201-1700),deed,行い,"良心, 条約, 言葉",a good deed.,良い行い。,共通テスト
Advanced (1201-1700),proverb,ことわざ,"探検, 記念碑, 噂",a Japanese proverb.,日本のことわざ。,共通テスト
Advanced (1201-1700),compliment,ほめ言葉,"子孫, こづかい, 悪口",pay a compliment.,ほめ言葉を述べる。,共通テスト
Advanced (1201-1700),flame,炎,"こづかい, 大見出し, 氷",a bright flame.,明るい炎。,共通テスト
Advanced (1201-1700),anniversary,記念日,"大見出し, 条約, 平日",wedding anniversary.,結婚記念日。,共通テスト
Advanced (1201-1700),conscience,良心,"条約, 記念碑, 悪意",a guilty conscience.,罪悪感（やましい良心）。,共通テスト
Advanced (1201-1700),expedition,探検、遠征,"記念碑, 子孫, 留守",an Antarctic expedition.,南極探検。,共通テスト
Advanced (1201-1700),offspring,子孫,"虫, 治療法, 先祖",produce offspring.,子孫を残す。,共通テスト
Advanced (1201-1700),allowance,こづかい、手当,"治療法, 百科事典, 貯金",monthly allowance.,月のおこづかい。,共通テスト
Advanced (1201-1700),headline,大見出し,"百科事典, ちらり, 本文",news headlines.,ニュースの大見出し。,共通テスト
Advanced (1201-1700),treaty,条約,"ちらり, 職員, 喧嘩",sign a treaty.,条約に署名する。,共通テスト
Advanced (1201-1700),monument,記念碑,"職員, 勝利, 墓",a stone monument.,石の記念碑。,共通テスト
Advanced (1201-1700),worm,虫,"勝利, 算数, 鳥",an earthworm.,ミミズ（土の虫）。,共通テスト
Advanced (1201-1700),remedy,治療法、救済策,"算数, 自尊心, 病気",a natural remedy.,自然治療法。,共通テスト
Advanced (1201-1700),encyclopedia,百科事典,"自尊心, 微生物, 雑誌",a medical encyclopedia.,医学百科事典。,共通テスト
Advanced (1201-1700),glimpse,ちらりと見えること,"微生物, 可能性, 注視",catch a glimpse.,ちらりと見る。,共通テスト
Advanced (1201-1700),personnel,職員、人事部,"可能性, 混沌, 顧客",medical personnel.,医療職員。,共通テスト
Advanced (1201-1700),triumph,勝利,"混沌, 運命, 敗北",a great triumph.,大勝利。,共通テスト
Advanced (1201-1700),arithmetic,算数,"運命, 直径, 歴史",mental arithmetic.,暗算（暗記の算数）。,共通テスト
Advanced (1201-1700),self-esteem,自尊心,"直径, 宝くじ, 劣等感",low self-esteem.,低い自尊心。,共通テスト
Advanced (1201-1700),microbe,微生物,"宝くじ, みやげ物, 巨獣",harmful microbes.,有害な微生物。,立教大
Advanced (1201-1700),odds,可能性、見込み,"みやげ物, 小道, 確信",The odds are...,可能性は〜だ。,共通テスト
Advanced (1201-1700),chaos,混沌、無秩序,"小道, 比率, 秩序",complete chaos.,完全な混沌。,共通テスト
Advanced (1201-1700),destiny,運命,"比率, 剣, 偶然",human destiny.,人間の運命。,共通テスト
Advanced (1201-1700),diameter,直径,"剣, 笛, 半径",10cm in diameter.,直径10cm。,共通テスト
Advanced (1201-1700),lottery,宝くじ,"笛, 感情, 寄付",win the lottery.,宝くじに当たる。,共通テスト
Advanced (1201-1700),souvenir,みやげ物,"感情, 雑用, 必需品",buy a souvenir.,みやげ物を買う。,共通テスト
Advanced (1201-1700),trail,小道、跡,"雑用, 礼儀, 大通り",a mountain trail.,山の小道。,共通テスト
Advanced (1201-1700),ratio,比率,"礼儀, 市長, 合計",a high ratio.,高い比率。,共通テスト
Advanced (1201-1700),sword,剣,"市長, 監視, 盾",a sharp sword.,鋭い剣。,共通テスト
Advanced (1201-1700),whistle,笛,"監視, ごみ, 鐘",blow a whistle.,笛を吹く。,共通テスト
Advanced (1201-1700),sentiment,感情、心情,"ごみ, 名声, 理屈",public sentiment.,民衆の感情。,共通テスト
Advanced (1201-1700),chore,雑用、日課,"名声, 共和国, 娯楽",household chores.,家の雑用（家事）。,共通テスト
Advanced (1201-1700),courtesy,礼儀、厚意,"本部, 荒野, 失礼",by courtesy of...,～の厚意（礼儀）により。,共通テスト
Advanced (1201-1700),mayor,市長,"荒野, 軌道, 市民",the city mayor.,市長。,共通テスト
Advanced (1201-1700),surveillance,監視、見張り,"軌道, 破片, 放置",surveillance camera.,監視カメラ。,共通テスト
Advanced (1201-1700),trash,ごみ,"偏見, 星雲, 資源",take out the trash.,ごみを出す。,共通テスト
Advanced (1201-1700),prestige,名声、威信,"共和国, 膝, 悪評",gain social prestige.,社会的名声を得る。,立教大
Advanced (1201-1700),headquarters,本部、本社,"掘り出し物, 締め切り, 支店",the company headquarters.,会社の本部（本社）。,慶應義塾大
Advanced (1201-1700),wilderness,荒野、原生地域,"領域, 弾丸, 都会",a trip to the wilderness.,荒野への旅。,共通テスト
Advanced (1201-1700),orbit,軌道,"破片, 歩行者, 直線",the moon's orbit.,月の軌道。,共通テスト
Advanced (1201-1700),bias,偏見、先入観,"星雲, 機知, 公平",personal bias.,個人的な偏見。,共通テスト
Advanced (1201-1700),republic,共和国,"膝, 迷惑, 王国",the Republic of France.,フランス共和国。,共通テスト
Advanced (1201-1700),bargain,掘り出し物、安売り,"締め切り, 基準, 損失",a real bargain.,本当の掘り出し物。,共通テスト
Advanced (1201-1700),domain,領域、分野,"弾丸, 苦難, 境界",in the public domain.,公有（領域）に属する。,早稲田大
Advanced (1201-1700),fragment,破片、断片,"歩行者, 栄光, 全体",a fragment of glass.,ガラスの破片。,共通テスト
Advanced (1201-1700),galaxy,銀河、星雲,"機知, 歩道, 惑星",the Milky Way galaxy.,天の川銀河。,共通テスト
Advanced (1201-1700),lap,膝、(トラックの)一周,"迷惑, 海軍, 肩",sit on her lap.,彼女の膝に乗る。,共通テスト
Advanced (1201-1700),deadline,締め切り,"基準, 台本, 延期",meet the deadline.,締め切りに間に合わせる。,共通テスト
Advanced (1201-1700),bullet,弾丸,"苦難, 年金, 弓矢",a silver bullet.,特効薬（銀の弾丸）。,共通テスト
Advanced (1201-1700),pedestrian,歩行者,"栄光, 州, 運転手",pedestrian safety.,歩行者の安全。,共通テスト
Advanced (1201-1700),wit,機知、知恵,"歩道, 余剰, 愚かさ",a man of wit.,機知に富んだ男。,共通テスト
Advanced (1201-1700),nuisance,迷惑（なもの）,"海軍, 水分, 恩恵",a public nuisance.,公衆への迷惑。,共通テスト
Advanced (1201-1700),criteria,基準,"台本, 苦難, 例外",evaluation criteria.,評価基準。,上智大
Advanced (1201-1700),hardship,苦難、困窮,"年金, 州, 繁栄",economic hardship.,経済的苦難。,共通テスト
Advanced (1201-1700),glory,栄光,"州, 授業料, 恥辱",give glory to God.,神に栄光を帰す。,共通テスト
Advanced (1201-1700),pavement,歩道、舗装道路,"余剰, 水分, 車道",walk on the pavement.,歩道を歩く。,共通テスト
Advanced (1201-1700),navy,海軍,"水分, 霊長類, 陸軍",the Royal Navy.,王立海軍。,共通テスト
Advanced (1201-1700),script,台本、脚本,"あて布, 年金, 原作",read the script.,台本を読。,共通テスト
Advanced (1201-1700),pension,年金,"高度, 州, 給料",receive a pension.,年金を受け取る。,共通テスト
Advanced (1201-1700),province,州、省、地方,"温度計, 授業料, 首都",Ontario Province.,オンタリオ州。,共通テスト
Advanced (1201-1700),surplus,余剰、黒字,"授業料, 軍隊, 不足",a budget surplus.,予算の黒字（余剰）。,共通テスト
Advanced (1201-1700),moisture,水分、湿気,"軍隊, 霊長類, 乾燥",retain moisture.,水分を保持する。,共通テスト
Advanced (1201-1700),patch,あて布、継ぎ,"霊長類, 欠陥, 全体",a patch on the elbow.,肘のあて布。,共通テスト
Advanced (1201-1700),altitude,高度、標高,"欠陥, 甥, 緯度",fly at a high altitude.,高い高度で飛ぶ。,共通テスト
Advanced (1201-1700),thermometer,温度計,"甥, 衣服, 気圧計",check the thermometer.,温度計をチェックする。,共通テスト
Advanced (1201-1700),tuition,授業料,"衣服, 診断, 奨学金",pay university tuition.,大学の授業料を払う。,共通テスト
Advanced (1201-1700),troop,軍隊、部隊,"診断, 商業, 市民",send in troops.,軍隊を派遣する。,共通テスト
Advanced (1201-1700),primate,霊長類,"商業, 欠陥, 爬虫類",humans and other primates.,人間と他の霊長類。,青山学院大
Advanced (1201-1700),flaw,欠陥、傷,"古代, 証明書, 美点",a character flaw.,性格上の欠陥。,慶應義塾大
Advanced (1201-1700),nephew,甥,"ほんの一部, 腐敗, 姪","my brother's son, my nephew.",兄の息子、つまり私の甥。,共通テスト
Advanced (1201-1700),garment,衣服、衣類,"皮肉, 浸食, 裸",a silk garment.,絹の衣服。,共通テスト
Advanced (1201-1700),diagnosis,診断,"悪夢, 秘けつ, 治療",a medical diagnosis.,医学的診断。,共通テスト
Advanced (1201-1700),commerce,商業、貿易,"欠陥, 証明書, 農業",international commerce.,国際商業（貿易）。,共通テスト
Advanced (1201-1700),antiquity,古代,"証明書, 腐敗, 現代",from antiquity to the present.,古代から現代まで。,共通テスト
Advanced (1201-1700),fraction,ほんの一部、分数,"腐敗, 浸食, 全体",a tiny fraction.,ごくほんの一部。,共通テスト
Advanced (1201-1700),irony,皮肉,"浸食, 秘けつ, 賛辞",the irony of fate.,運命の皮肉。,共通テスト
Advanced (1201-1700),nightmare,悪夢,"秘けつ, 骨格, 正夢",have a nightmare.,悪夢を見る。,共通テスト
Advanced (1201-1700),defect,欠陥、不足,"骨格, 優雅さ, 完璧",a genetic defect.,遺伝的欠陥。,共通テスト
Advanced (1201-1700),certificate,証明書,"優雅さ, 名所, 偽造品",a birth certificate.,出生証明書。,共通テスト
Advanced (1201-1700),decay,腐敗、衰退,"名所, 認知症, 繁栄",tooth decay.,虫歯（歯の腐敗）。,共通テスト
Advanced (1201-1700),erosion,浸食、腐食,"認知症, 肉, 堆積",soil erosion.,土壌の浸食。,共通テスト
Advanced (1201-1700),recipe,秘けつ、調理法,"肉, 飛躍的進歩, 失敗",a recipe for success.,成功の秘けつ。,共通テスト
Advanced (1201-1700),skeleton,骨格、骸骨,"衝突, 革, 筋肉",a human skeleton.,ヒトの骨格。,共通テスト
Advanced (1201-1700),grace,優雅さ、しなやかさ,"危険なもの, 宝石, 粗野",social grace.,社交的な優雅さ。,共通テスト
Advanced (1201-1700),landmark,名所、重要な目印,"墓, 注射, 脇道",a famous landmark.,有名な名所。,共通テスト
Advanced (1201-1700),dementia,認知症,"注射, 飛躍的進歩, 健康",suffer from dementia.,認知症を患う。,共通テスト
Advanced (1201-1700),flesh,肉、肉体,"飛躍的進歩, 革, 魂",fish with white flesh.,白身（肉）の魚。,共通テスト
Advanced (1201-1700),collision,衝突、対立,"革, 宝石, 調和",a mid-air collision.,空中衝突。,共通テスト
Advanced (1201-1700),hazard,危険（なもの）,"宝石, 合図, 安全",health hazard.,健康への危険。,共通テスト
Advanced (1201-1700),tomb,墓,"合図, 救急車, 出生",an ancient tomb.,古代の墓。,共通テスト
Advanced (1201-1700),injection,注射,"救急車, 不動産, 内服",give an injection.,注射をする。,共通テスト
Advanced (1201-1700),breakthrough,飛躍的進歩、打開,"不動産, 商品, 行き詰まり",a major breakthrough.,大きな飛躍的進歩。,共通テスト
Advanced (1201-1700),leather,革、革製品,"商品, 出発, 布",a leather jacket.,革ジャン。,共通テスト
Advanced (1201-1700),jewelry,宝石、装身具,"出発, 段階, 衣類",expensive jewelry.,高価な宝石。,共通テスト
Advanced (1201-1700),cue,合図,"段階, 泥棒, 無視",take a cue from...,～を合図にする（からヒントを得る）。,共通テスト
Advanced (1201-1700),ambulance,救急車,"泥棒, 聖, 消防車",call an ambulance.,救急車を呼ぶ。,共通テスト
Advanced (1201-1700),estate,不動産、財産,"聖, 彫刻, 借金",a real estate agent.,不動産業者。,共通テスト
Advanced (1201-1700),commodity,商品、産物,"彫刻, 悲しみ, 芸術品",primary commodity.,一次産品（商品）。,慶應義塾大
Advanced (1201-1700),departure,出発,"悲しみ, 車線, 到着",departure time.,出発時刻。,共通テスト
Advanced (1201-1700),phase,段階、局面,"車線, 捕食動物, 全体",a new phase.,新しい段階。,共通テスト
Advanced (1201-1700),thief,泥棒,"捕食動物, 流体, 警察",a car thief.,車泥棒。,共通テスト
Advanced (1201-1700),saint,聖人、聖,"流体, はげみ, 悪人",Saint Peter.,聖ペテロ。,共通テスト
Advanced (1201-1700),sculpture,彫刻,"はげみ, 花嫁, 絵画",a stone sculpture.,石の彫刻。,共通テスト
Advanced (1201-1700),grief,悲しみ,"花嫁, 介入, 喜び",die of grief.,悲しみのあまり死ぬ。,共通テスト
Advanced (1201-1700),lane,車線、小道,"介入, 反逆者, 広場",a bicycle lane.,自転車用車線。,共通テスト
Advanced (1201-1700),predator,捕食動物,"差, 比喩, 被食者",natural predator.,天敵（自然の捕食動物）。,共通テスト
Advanced (1201-1700),fluid,流体、液体,"伝記, 法律, 固体",bodily fluids.,体液（流体）。,共通テスト
Advanced (1201-1700),incentive,はげみ、動機、報奨金,"同意, 雷, 罰",a tax incentive.,税制上の優遇措置（はげみ）。,共通テスト
Advanced (1201-1700),bride,花嫁,"火山, 反逆者, 花婿",a beautiful bride.,美しい花嫁。,共通テスト
Advanced (1201-1700),intervention,介入、干渉,"反逆者, 比喩, 放置",government intervention.,政府の介入。,共通テスト
Advanced (1201-1700),margin,差、縁、余白,"比喩, 法律, 合計",by a narrow margin.,わずかな差で。,共通テスト
Advanced (1201-1700),biography,伝記,"法律, 雷, 自叙伝",a biography of Lincoln.,リンカーンの伝記。,共通テスト
Advanced (1201-1700),consent,同意、承諾,"雷, 殺虫剤, 拒絶",by mutual consent.,相互の同意によって。,早稲田大
Advanced (1201-1700),volcano,火山,"殺虫剤, コラム, 氷河",an active volcano.,活火山。,共通テスト
Advanced (1201-1700),rebel,反逆者,"コラム, うわさ, 信奉者",a rebel leader.,反逆者のリーダー。,共通テスト
Advanced (1201-1700),metaphor,比喩,"うわさ, ほこり, 直喩",a poetic metaphor.,詩的な比喩。,共通テスト
Advanced (1201-1700),legislation,法律、立法,"ほこり, 対話, 無秩序",labor legislation.,労働法（法律）。,共通テスト
Advanced (1201-1700),lightning,雷,"対話, 幼稚園, 晴天",struck by lightning.,雷に打たれる。,共通テスト
Advanced (1201-1700),pesticide,殺虫剤,"幼稚園, 糖尿病, 肥料",use of pesticides.,殺虫剤の使用。,共通テスト
Advanced (1201-1700),column,コラム、円柱、列,"糖尿病, 肥満, 本文",a newspaper column.,新聞のコラム。,共通テスト
Advanced (1201-1700),rumor,うわさ,"肥満, 特許, 事実",spread a rumor.,うわさを広める。,共通テスト
Advanced (1201-1700),dust,ほこり、ちり,"特許, 章, 宝石",covered in dust.,ほこりにまみれた。,共通テスト
Advanced (1201-1700),dialogue,対話,"章, 宮殿, 沈黙",North-South dialogue.,南北対話。,共通テスト
Advanced (1201-1700),kindergarten,幼稚園,"宮殿, 考古学者, 図書館",go to kindergarten.,幼稚園に通う。,共通テスト
Advanced (1201-1700),diabetes,糖尿病,"洗濯, 腐敗, 感染症",suffer from diabetes.,糖尿病を患う。,共通テスト
Advanced (1201-1700),obesity,肥満,"病棟, 細菌, 栄養失調",childhood obesity.,子供の肥満。,共通テスト
Advanced (1201-1700),patent,特許,"ぼっ発, 収入, 著作権",apply for a patent.,特許を申請する。,慶應義塾大
Advanced (1201-1700),chapter,章,"方程式, 配偶者, 序文",the final chapter.,最終章。,共通テスト
Advanced (1201-1700),palace,宮殿,"考古学者, 流行, 別荘",Buckingham Palace.,バッキンガム宮殿。,共通テスト
Advanced (1201-1700),laundry,洗濯,"腐敗, 死亡, 掃除",do the laundry.,洗濯をする。,共通テスト
Advanced (1201-1700),ward,病棟,"細菌, 症候群, 診察室",the surgical ward.,外科病棟。,共通テスト
Advanced (1201-1700),outbreak,ぼっ発,"収入, 小売り, 終息",a flu outbreak.,インフルエンザのぼっ発。,共通テスト
Advanced (1201-1700),equation,方程式,"配偶者, 量, 公式",a simple equation.,簡単な方程式。,共通テスト
Advanced (1201-1700),archaeologist,考古学者,"流行, 飲み物, 心理学者",a famous archaeologist.,有名な考古学者。,共通テスト
Advanced (1201-1700),corruption,腐敗、汚職,"死亡, 新陳代謝, 誠実",political corruption.,政治的腐敗。,共通テスト
Advanced (1201-1700),germ,細菌,"症候群, 交配種, 免疫",kill germs.,細菌を殺す。,共通テスト
Advanced (1201-1700),revenue,収入、歳入,"小売り, 香り, 支出",annual revenue.,年間収入。,慶應義塾大
Advanced (1201-1700),spouse,配偶者,"量, 炎症, 親戚",your spouse and children.,あなたの配偶者と子供。,共通テスト
Advanced (1201-1700),epidemic,流行、伝染病,"飲み物, 薬, 予防",an epidemic of cholera.,コレラの流行。,共通テスト
Advanced (1201-1700),mortality,死亡、死ぬ運命,"新陳代謝, 香り, 出生",mortality rate.,死亡率。,共通テスト
Advanced (1201-1700),syndrome,症候群,"交配種, 薬, 完治",Down syndrome.,ダウン症候群。,共通テスト
Advanced (1201-1700),retail,小売り,"香り, 炎症, 卸売り",a retail store.,小売店。,共通テスト
Advanced (1201-1700),dose,（薬の）量,"炎症, 薬, 欠乏",a high dose.,多量（の薬）。,共通テスト
Advanced (1201-1700),beverage,飲み物,"薬, 香り, 食料",alcoholic beverages.,アルコール飲料（飲み物）。,共通テスト
Advanced (1201-1700),metabolism,新陳代謝,"炎症, 薬, 消化",slow metabolism.,遅い新陳代謝。,早稲田大
Advanced (1201-1700),hybrid,交配種、ハイブリッド,"香り, 炎症, 純血",a hybrid car.,ハイブリッド車。,共通テスト
Advanced (1201-1700),scent,香り,"炎症, 薬, 悪臭",the scent of roses.,バラの香り。,共通テスト
Advanced (1201-1700),inflammation,炎症,"薬, 飲み物, 冷却",reduce inflammation.,炎症を抑える。,立教大
Advanced (1201-1700),pill,薬、錠剤,"飲み物, 香り, 診断",take a sleeping pill.,睡眠薬（錠剤）を飲む。,共通テスト
Advanced (1201-1700),grave,重大な、墓,"すばらしい, 大胆な, 些細な",a grave situation.,重大な状況。,共通テスト
Advanced (1201-1700),fertile,肥えた、多産な,"有能な, 不安な, 枯れた",fertile soil.,肥えた土壌。,共通テスト
Advanced (1201-1700),hostile,反感を持つ、敵意のある,"最高の, きちんとした, 友好的な",a hostile attitude.,敵意のある（反感を持つ）態度。,共通テスト
Advanced (1201-1700),indispensable,不可欠な,"わかりやすい, 浅い, 不要な",an indispensable tool.,不可欠な道具。,共通テスト
Advanced (1201-1700),oriented,志向の、関心がある,"聖, 偽物の, 過去の",future-oriented.,未来志向の。,共通テスト
Advanced (1201-1700),splendid,すばらしい,"大胆な, 表面的な, ひどい",a splendid view.,すばらしい眺め。,共通テスト
Advanced (1201-1700),competent,有能な、適格な,"不安な, ばかげた, 無能な",a competent lawyer.,有能な弁護士。,共通テスト
Advanced (1201-1700),supreme,最高の,"きちんとした, 壊れやすい, 最低の",the Supreme Court.,最高裁判所。,共通テスト
Advanced (1201-1700),straightforward,わかりやすい、素直な,"浅い, ちゃんとした, 複雑な",a straightforward answer.,わかりやすい（率直な）答え。,共通テスト
Advanced (1201-1700),sacred,聖、神聖な,"偽物の, すばらしい, 世俗的な",a sacred place.,聖なる場所。,共通テスト
Advanced (1201-1700),bold,大胆な,"表面的な, 無限の, 臆病な",a bold move.,大胆な行動。,共通テスト
Advanced (1201-1700),uneasy,不安な,"ばかげた, 包括的な, 安心した",feel uneasy about...,～について不安に感じる。,共通テスト
Advanced (1201-1700),neat,きちんとした,"壊れやすい, 険しい, だらしない",a neat room.,きちんとした部屋。,共通テスト
Advanced (1201-1700),shallow,浅い,"ちゃんとした, 総, 深い",a shallow river.,浅い川。,共通テスト
Advanced (1201-1700),fake,偽物の,"すばらしい, 次に起こる, 本物の",fake fur.,偽物の毛皮。,共通テスト
Advanced (1201-1700),superficial,表面的な,"無限の, 心からの, 深い",a superficial wound.,表面的な傷。,上智大
Advanced (1201-1700),absurd,ばかげた,"包括的な, 有毒な, 理にかなった",an absurd idea.,ばかげた考え。,共通テスト
Advanced (1201-1700),fragile,壊れやすい,"険しい, 中立の, 丈夫な",a fragile glass.,壊れやすいグラス。,共通テスト
Advanced (1201-1700),respectable,ちゃんとした、立派な,"総, 勤勉な, 恥ずべき",a respectable family.,ちゃんとした（立派な）家庭。,共通テスト
Advanced (1201-1700),magnificent,すばらしい、壮大な,"次に起こる, 痛い, 粗末な",a magnificent building.,すばらしい（壮大な）建物。,共通テスト
Advanced (1201-1700),infinite,無限の,"心からの, 汚染された, 有限の",infinite space.,無限の宇宙。,共通テスト
Advanced (1201-1700),comprehensive,包括的な,"有毒な, あいまいな, 部分的な",a comprehensive study.,包括的な研究。,慶應義塾大
Advanced (1201-1700),steep,険しい、急な,"中立の, 口述の, 緩やかな",a steep hill.,険しい（急な）坂。,共通テスト
Advanced (1201-1700),gross,総、全体、ひどい,"勤勉な, 落ち着かない, 正味の",gross domestic product.,国内総生産。,共通テスト
Advanced (1201-1700),subsequent,次に起こる、後の,"痛い, 腐った, 前の",subsequent events.,次に起こる（その後の）出来事。,共通テスト
Advanced (1201-1700),sincere,心からの、誠実な,"汚染された, 精力的な, 偽りの",sincere apology.,心からの謝罪。,共通テスト
Advanced (1201-1700),toxic,有毒な,"あいまいな, 莫大な, 無害な",toxic waste.,有毒廃棄物。,共通テスト
Advanced (1201-1700),neutral,中立の,"口述の, 大都市の, 偏った",neutral ground.,中立の立場。,共通テスト
Advanced (1201-1700),diligent,勤勉な,"落ち着かない, 時間をきっちり守る, 怠惰な",a diligent student.,勤勉な学生。,共通テスト
Advanced (1201-1700),sore,痛い,"腐った, 孤独な, 快い",a sore throat.,喉の痛み。,共通テスト
Advanced (1201-1700),contaminated,汚染された,"精力的な, 集団, 清潔な",contaminated water.,汚染された水。,共通テスト
Advanced (1201-1700),ambiguous,あいまいな,"莫大な, 外交の, 明快な",an ambiguous phrase.,あいまいな表現。,早稲田大
Advanced (1201-1700),oral,口述の、口の,"大都市の, 不快な, 筆記の",an oral exam.,口述試験。,共通テスト
