question,option,answer,university,explanation,field
"I want to catch the morning flight, which (      ) leaving home at 5:00.",makes/means/points/sets,means,中央大,継続用法の関係代名詞 which の後ろに置き、さらに後ろにある動名詞（leaving）を直接目的語に取って「〜することを意味する、結果として〜することになる」という意味を構成する適切な他動詞（語彙と語法）を問う良問。文脈は「私は朝の便に乗りたいのだが、それは5時に家を出る【ということを意味する（出なければならないということだ）】」となる。動詞 mean は後ろに動名詞（-ing）を直接伴って「〜することを意味する、必然的に〜という結果になる」という語法を持つため、means が正解。 make などの他の動詞では動名詞をこの意味の目的語として取れないため不可。,４択問題
Numbers are (      ) of our everyday lives that we take them for granted.,as many as a part/as much as a part/so many a part/so much a part,so much a part,上智大,「非常に〜なので…だ」という結果を表す超重要構文 〈so ~ that ...〉 の応用的な語順と、名詞の塊の修飾のルールを問う難問。後半に接続詞の that があるため、空所には so の塊を入れる。 part（一部・部分）は通常、形容詞的・副詞的に amount 的なニュアンスを伴って修飾されるため、 many ではなく much を用いる。さらに、 so が名詞の塊（a part）を修飾する場合、〈so ＋ 形容詞 ＋ a ＋ 名詞〉 の語順ルール（ so much a part ）に従う必要がある。したがって so much a part が正解。,４択問題
"As soon as people started to keep animals, they needed a way to keep track of them, (      ) all the sheep/goats/yaks/pigs were safely in the pen.",to check whether/to confirm where/to examine who/to investigate which,to check whether,上智大,文脈に合致する適切な動詞の語法（目的語に whether 節を取る形）と、接続詞の意味を見抜かせる良問。文脈は「人々は動物を飼い始めるとすぐに、それらを把握する方法、つまり、すべての羊やヤギ、ヤク、豚が【安全に囲いの中にいるかどうかを確認する】ための方法を必要とした」となる。後ろに続く節が were safely... と完全な文（どこにいるか、誰か、どれか、という疑問の要素がない）であるため、内容的に「〜かどうかを確認する」という意味を作る to check whether が完全に合致する。,４択問題
"(      ) that four apples can be shared out as two apples for each of two people, people discovered that four of anything can always be divided into two groups of two and, indeed, four “is” two twos.",Besides seeing/In spite of understanding/No matter how interesting/On account of challenging,Besides seeing,上智大,文頭に置いて主節の内容（抽象的な数学 of の真理の発見）に対する「具体的な経験」の関係を論理的に繋ぐ、適切な前置詞句（分詞表現）を問う良問。文脈は「4個のリンゴを2人に2個ずつ分け合えるということを【経験する（目にする）ことに加えて（だけでなく）】、人々はどんなものでも4個あれば常に2つのグループに分割できること、 tender 実際は4とは2つの2であるということを発見した」となる。「〜に加えて、〜だけでなく」という追加の論理関係を作る Besides seeing が正解。 In spite of（〜にもかかわらず）では文脈が矛盾する。,４択問題
"The numbers we use today in the West have a long history and (      ) the Indus valley civilizations more than 2,000 years ago.",dealt with/dispensed with/originated with/shared with,originated with,上智大,"後ろに伴う前置詞 with と結びつき、かつ「（歴史的なルーツが）〜に由来する、〜から始まる」という意味を構成する適切な自動詞（語彙）を問う良問。文脈は「今日私たちが西洋で使用している数字には長い歴史があり、2,000年以上前の【インダス文明に由来している（から始まった）】」となる。 〈originate with [in] ~〉 で「〜に由来する、〜から生じる」という定番の表現になるため、originated with が正解。 dealt with（〜を扱った）、dispensed with（〜なしで済ませた）では文脈が成立しない。",４択問題
"The use of a single stroke (      ) “one” is intuitive and, not surprisingly, many cultures came up with the idea.",in need of/in search for/to ask for/to stand for,to stand for,上智大,「〜を表す、〜を象徴する」という意味を表す超重要群動詞（イディオム） 〈stand for ~〉 の知識をストレートに問う良問。文脈は「『1』を【表す】ために1本の線を引く（1つのストロークを用いる）という方法は直感的であり、驚くことではないが、多くの文化がそのアイデアを思いついた」となる。 stand for には「（記号などが）〜を表す、意味する」という意味があるため、不定詞の形容詞的用法として stroke を修飾する to stand for が正解。 in need of（〜を必要として）や to ask for（〜を求めて）では意味が通らない。,４択問題
Historians have debated the extent (      ) the President restructured the American economy.,in which/of which/through which/to which,to which,上智大,「〜の程度まで、〜の範囲まで」という意味を表す定番の重要先行詞 extent と結びつく、正しい前置詞 ＋ 関係代名詞の語法を問う大定番の良問。名詞 extent（程度、限度、規模）は、元の文（ restructuring the economy to some extent ）からも分かる通り、原則として前置詞 【 to 】 と非常に強いコロケーションを持つ。そのため、関係代名詞節内で「大統領がアメリカ経済を再構築した【程度（度合い）】」と先行詞を修飾する場合、必ず 〈to which〉 の形にする絶対のルールがある。したがって to which が正解。,４択問題
"No serious writer can possibly be indifferent to the fate of any language, (      ) his own mother tongue.",aside/concerning/let alone/with respect to,let alone,上智大,否定文（ indifferent という否定的な形容詞を含む文）の後ろに続けて、「まして〜は言うまでもない、〜はなおさらだ」という意味を添える重要副詞句 〈let alone ~〉 の知識を問う良問。文脈は「真面目な作家であれば誰しも、いかなる言語の運命にも無関心でいられるはずがない。【まして】自分自身の母語【ならなおさらである（無関心でいられるはずがない）】」となる。否定のニュアンスを受けて「まして〜ない」と表現する定番フレーズである let alone が完全に合致するため正解。,４択問題
It is (      ) the nation is so new and fragile that citizens are struggling hard to maintain the frontiers mapped out by Europeans.,because/by/for this reason/the case which,because,上智大,文頭の It is と後ろの接続詞 that に着目し、理由の副詞節（ because 節）を丸ごと強調する「強調構文」 〈It is because ~ dat ...〉 の構造を見抜かせる難問。文脈は「市民がヨーロッパ人によって引かれた国境を維持するために懸命に闘っているのは、まさにその国家が非常に新しく、脆弱だ【からである】」となる。 because 節を It is ~ that の間に挟むことで「〜だからこそ…なのだ」という理由の強調が綺麗に成立するため、because が正解。 for this reason を置くと that との論理的な接続が破綻する。,４択問題
The federation was (      ) from the severe strain of regional animosity and ineffectual central authority.,broken in/collapsed under/disintegrating in/falling apart,falling apart,上智大,「（組織や体制、国などが）崩壊する、バラバラに解体する」という意味を表す重要群動詞（イディオム） 〈fall apart〉 の知識と、進行形としての文脈の適合性を問う良問。文脈は「その連邦（国家）は、地域的な敵対関係と無力な中央政府という激しい負担によって、【崩壊しつつあった（バラバラになりかけていた）】」となる。過去進行形（ was falling apart ）として「組織がバラバラに崩壊していく」という動的なプロセスを綺麗に表現できるため、falling apart が正解。 collapsed を用いる場合は自動詞であるため was を伴う受動態のような形にはできず、 collapsed under... と過去形単体にする必要がある。,４択問題
(      ) the Indian numerals throughout the Middle East was assured by two very important texts produced at the House of Wisdom.,The confusion in/The contamination by/The diffusion of/The participation for,The diffusion of,上智大,文の主語の位置（ The (      ) of ~ の枠組み）に置き、文脈上最も自然な意味を構成する名詞（語彙）を選ぶ良問。文脈は「知恵の館で生み出された2つの非常に重要な文献によって、中東全域へのインド数字の【普及（拡散）】が確実なものとなった」となる。文化や技術、数字のシステムなどが広く「普及すること、伝播すること」を意味する名詞は diffusion （ diffusion of ~ ）であるため、これが正解。 confusion（混乱）や contamination（汚染）では完全に文脈が破壊されてしまうため不可。,４択問題
"次の各文の意味をくみ取ったうえで，空所を埋めるのにもっともふさわしい語句を1つ選びなさい。 Goya drew figures and animals in action so swiftly that clearly he must have drawn them without reference to any model. Like Hokusai, he knew what things looked like almost (      ).",conscientiously/instinctively/moderately/silently,instinctively,上智大,文脈から空所に遊ぶ最も適切な副詞（語彙）を論理的に選ばせる良問。前文で「ゴヤは動いている人間や動物を非常に素早く描いたので、モデル（見本）を見ずに描いたに違いない」と述べられている。つまり、知識や観察を重ねて慎重に描いたのではなく、葛飾北斎のように「事物がどのように見えるかをほとんど【本能的に（直感的に）】知っていた」と繋げるのが最も自然である。したがって instinctively が正解。 conscientiously（良心的に、入念に）、moderately（適度に）、silently（静かに）では文脈が成立しない。,４択問題
"次の各文の意味をくみ取ったうえで，空所を埋めるのにもっともふさわしい語句を1つ選びなさい。 Tom was an unpleasant and mean fellow, who seemed to enjoy his (      ) the more when others went dry.",drink/bathing/roof/solitude,drink,上智大,文末の表現との対比・連関から、空所に最もふさわしい名詞（語彙）を見抜く、上智大らしいひねりの効いた良問。文末の 〈go dry〉 は「（飲み物がなくて）喉が渇く、酒が切れる」という意味のイディオムである。前半でトムが「不愉快で意地の悪い男（an unpleasant and mean fellow）」と説明されているため、「他人が【喉を渇かせている（飲み物がない）】ときに、自分自身の【飲み物（酒）】をより一層楽しんでいるようだった」という皮肉な文脈を完成させる drink が正解。 bathing（入浴）や roof（屋根）では go dry との論理的な結びつきが作れない。,４択問題
"次の各文の意味をくみ取ったうえで，空所を埋めるのにもっともふさわしい語句を1つ選びなさい。 Perhaps it is only in childhood that books have any deep influence on our lives. In later life we admire, we are entertained, we may modify some views we already hold, but we are more likely to find in books merely a confirmation of what is in our minds (      ).",absent/already/as well/yet,already,上智大,文意を正確にくみ取り、直前の what is in our minds を後ろから自然に強調・修飾する適切な語（語彙・語法）を選ぶ難問。文脈は「本が人生に深い影響を与えるのは子供時代だけかもしれない。大人になってからは、本の中に【すでに】自分の心の中にあることの確認（裏付け）を見出すだけになりがちだ」となる。「心の中に【すでに】存在していること」という意味を綺麗に完結させるために、文末で already を添えるのが最も適切であり、これが正解。 absent（欠席して）や yet（未だ）では文意が矛盾する。,４択問題
"次の各文の意味をくみ取ったうえで，空所を埋めるのにもっともふさわしい語句を1つ選びなさい。 Until the invention of photography, the portrait painting was the only means of recording and presenting the (      ) of a person.",document/inside/likeness/type,likeness,上智大,写真（photography）の歴史的役割との対比から、肖像画（portrait painting）が持っていた本質的な目的を表す難度の高い名詞（語彙）を選択させる良問。文脈は「写真が発明されるまでは、肖像画が、ある人の【容貌（似ていること、生き写し）】を記録し提示するための唯一の手段であった」となる。名詞 likeness には「（写真や絵画などが本人の特徴に）似ていること、肖像、生き写し」という意味の重要な語彙特性があるため、これが完全に合致し正解。 document（書類）や inside（内面）では意味が通らない。,４択問題
"次の各文の意味をくみ取ったうえで，空所を埋めるのにもっともふさわしい語句を1つ選びなさい。 Instead of keeping fast hold of the strong rope by which Mary would have drawn him safe to the dry ground where it was easy to stand firmly, he had let himself be dragged back into mud in which it was (      ) to struggle.",brave/secure/simple/uselsess,useless,上智大,比喩的な状況（しっかりした縄を放してしまい、泥沼へ引き戻された状態）から、空所に入る最も論理的な形容詞（語彙）を見抜かせる良問。メアリーが引っ張ってくれる頑丈なロープを離してしまい、「しっかりと立つことができる乾いた土地（安全な場所）」ではなく、「そこでもがいても【無駄である（意味がない）】泥沼（mud）」に引き戻されてしまった、という文脈になる。したがって、絶望的な状況を的確に表す useless が正解。 brave（勇敢な）や secure（安全な）、simple（簡単な）は文脈上完全に不適合である。,４択問題
"次の各文の意味をくみ取ったうえで，空所を埋めるのにもっともふさわしい語句を1つ選びなさい。 Science fiction is anchored in the actual. It depicts events in a rational universe in which occurrences are subject to (      ) scientific explanation and causality, however futuristic, alien, or inventive.",convenient/inconsistent/reasonable/unexpected,reasonable,上智大,文頭の anchored in the actual（現実に立脚している）や rational universe（合理的な世界）というキーワードから、空所に最もふさわしい形容詞（語彙）を論理的に選ばせる良問。SF（サイエンス・フィクション）の本質として、どんなに未来的で異質であっても、作中の出来事はすべて「【合理的な（筋の通った）】科学的説明と因果関係に従う（ be subject to ~ ）」と繋げるのが最も自然である。したがって、 rational と親和性の高い reasonable が正解。 convenient（都合の良い）、inconsistent（矛盾した）、unexpected（予期せぬ）では文脈が破綻する。,４択問題
次の各文の意味をくみ取ったうえで，空所を埋めるのにもっともふさわしい語句を1つ選びなさい。 My sense is that a lot of people actually have a hard time traveling for leisure. There are some people who fail to (      ) because they can’t leave something behind.,carry on/get away/stay back/touch down,get away,上智大,「日常生活から離れて旅行に出かける、休暇をとる」という意味を表す重要群動詞（イディオム） 〈get away〉 の知識と文脈の理解を問う良問。前文で「多くの人がレジャー（余暇）のために旅行するのに苦労している」と述べ、その後ろで「（仕事や気がかりなことなど）何かを後ろに残していくことができないために、【日常を離れて旅に出る（休暇をとる）】ことができない人がいる」という論理展開になっている。したがって、旅に出る・日常を離れるを意味する get away が正解。 carry on（続ける）、stay back（残る）、touch down（着陸する）は不適合。,４択問題
"次の各文の意味をくみ取ったうえで，空所を埋めるのにもっともふさわしい語句を1つ選びなさい。 There are obvious psychological stresses on a person in a group, but there may be even greater stresses on a person in (      ).",order/society/the crowd/isolation,isolation,上智大,文頭の in a group（集団の中にいること）という表現との対比関係から、空所に入る最も適切な名詞（語彙）を見抜かせる良問。文脈は「集団の中にいる人に明らかな心理的ストレスがかかるのは言うまでもないが、【孤立（1人きりの状態）】の中にいる人には、さらに大きなストレスがかかるかもしれない」となる。 group と明確な対比（二項対立）を成し、より大きなストレスの原因として文脈に完全に合致する isolation が正解。 order（順序）や society（社会）、the crowd（群衆＝集団と同義）では対比が成立しない。,４択問題
"次の各文の意味をくみ取ったうえで，空所を埋めるのにもっともふさわしい語句を1つ選びなさい。 There are so many things that we, having lived through them, or passed over them, never want to think about again. But in reality nothing is so easily cleaned away, sorted out, purposefully (      ).",abandoned/comprehended/decided/grasped,abandoned,上智大,前文の never want to think about again（二度と考えたくない）という心理を、言い換えた表現（語彙）を見抜かせる良問。文脈は「私たちが経験したり通り過ぎたりしてきたことの中には、二度と考えたくないことが非常にたくさんある。しかし現実には、どんな記憶や過去も、そう簡単には洗い流されず、整理されず、意図的に【放棄される（捨て去られる）】ことはない」となる。二度と考えたくないものを頭から排除する行為を指す abandoned が正解。 comprehended（理解される）や grasped（把握される）では、過去の嫌な記憶を処理するという文脈に合致しない。,４択問題
"次の各文の意味をくみ取ったうえで，空所を埋めるのにもっともふさわしい語句を1つ選びなさい。 Understanding others’ feelings doesn’t necessarily lead one to treating them better. On the contrary: the best torturers are those who can anticipate and know what their victims most fear, and adjust their actions (      ).",accordingly/alternately/generally/wrongly,accordingly,上智大,「それに応じて、それに見合って」という意味を表す重要副詞 〈accordingly〉 の語彙力と、直前の動詞 adjust との結びつき（コロケーション）を問う上智大らしい秀逸な難問。文脈は「他者の感情を理解することが、必ずしもその人をより良く扱うことに繋がるわけではない。それどころか、最も優秀な拷問官とは、被害者が何を最も恐れているかを予期して知っており、その恐れ【に応じて】自分の行動を調整する（拷問を変化させる）者たちなのだ」となる。相手の恐れている内容に「対応して、応じて」行動を変えるという文脈を完璧に補完する accordingly が正解。 alternately（交互に）や wrongly（誤って）では意味が通らない。,４択問題
He (      ) a big mistake without you.,might be made/might have made/should be made/has been made,might have made,大阪経済大,「〜がなかったら（ without ）」という仮定のニュアンスを含んだ文脈において、過去の事実に反する推量を表す助動詞の語法（仮定法過去完了の帰結節）を問う良問。文脈は「あなたがいなかったら、彼は大失敗をして【いたかもしれない】」となる。過去の事柄に対する推量（〜したかもしれない）を表すには、〈助動詞 ＋ have ＋ 過去分詞〉 の形にする必要があるため、might have made が正解。受動態の形になっている might be made や has been made は、後ろに a big mistake という目的語が残っている構造からも不適合。,４択問題
"(      ) I can speak English, I can’t write it.",In order to/Although/So that/Because,Although,大阪経済大,空所の後ろに主語と動詞を伴う節（I can speak...）を従え、主節（I can't write it）との論理的な逆接関係を繋ぐ適切な接続詞を選ぶ大定番の良問。文脈は「英語を話すことは【できるけれども】、書くことはできない」という「譲歩（逆接）」の関係になっている。したがって、「〜だけれども」という意味の接続詞 Although が正解。 In order to は後ろに動詞の原形を伴う不定詞句なので不可。 Because（〜だから）や So that（〜するために）では文理が通らない。,４択問題
(      ) yourself to some drinks.,Employ/Carry/Help/Dive,Help,大阪経済大,「（飲み物や食べ物を）自由に取って食べて[飲んで]ください」という意味を表す超重要慣用表現（命令文） 〈Help yourself to ~〉 の知識をストレートに問う良問。英語において、 yourself を目的語に置き、前置詞 to を伴って「〜を自由に召し上がれ」と表現する場合は Help を用いるのが絶対のルール（ Help yourself to some drinks. ）であるため、Help が正解。 Employ（〜を雇う）や Carry（〜を運ぶ）などではこの決まった慣用表現を作れない。,４択問題
Relax and (      ) yourself at home.,make/do/rise/sing,make,大阪経済大,「どうぞ楽にしてください、くつろいでください」という意味を表す大定番の重要慣用表現 〈make yourself at home〉 の知識を問う良問。文脈は「リラックスして、【どうぞお楽にしてください】」となる。この表現は make を用いて make yourself at home で1つの決まった塊（＝relax）であるため、make が正解。 do や rise、sing などの動詞ではこのおもてなしの決まり文句を構成できない。,４択問題
Not a (      ) person remembered her birthday.,marry/double/choose/single,single,大阪経済大,否定語の Not と呼応し、名詞の person を前から修飾して「ただの1人も〜ない」という強い全否定の文脈を作る適切な形容詞（語彙）を問う良問。文脈は「【ただの1人も】彼女の誕生日を覚えていなかった」となる。英語において 〈not a single ＋ 単数名詞〉 の形を作ると「ただの1つ[人]も〜ない」という強い否定の強調表現になるため、single が正解。 marry（動詞：結婚する）や double（二倍の）ではこの否定の強調表現を作れない。,４択問題
Only later (      ) how much damage had been caused.,was he realized/did he realize/do he realize/were he realize,did he realize,大阪経済大,文頭に Only later という「限定を表す副詞句」が置かれたことによって引き起こされる、主節の「倒置（疑問文と同じ語順）」のルールを問う最頻出の難問。限定や否定の副詞が文頭に出ると、主節は 〈助動詞 ＋ 主語 ＋ 動詞の原形〉 の語順（倒置）になる。また、後ろの had been caused という過去完了形から、主節も過去の出来事（ did he realize ）であることが分かる。したがって did he realize が正解。 realize は他動詞であり、彼が「気づいた（能動）」側なので受動態の was he realized は不可。,４択問題
Whether the prime minister will quit over the issue (      ) to be seen.,controls/resigns/shares/remains,remains,大阪経済大,「〜は今後の状況を見てみなければわからない、まだわからない」という意味を表す超定番の重要語法表現 〈It remains to be seen whether ~〉（の変形）を問う良問。本問は whether 節（首相がその問題で辞任するかどうか）がそのまま文の主語（S）の塊になっており、後ろに 〈(      ) to be seen〉 が続いている。 〈主語 ＋ remains to be seen〉 で「〜はまだ見られていない（これから分かることだ）」という決まった表現になるため、remains が正解。 controls や resigns ではこの受動不定詞へと繋ぐ語法を持たないため不可。,４択問題
He came to see her (      ) to complain but to apologize.,just/not/still/in order,not,大阪経済大,「AではなくBである」という意味を表す重要相関表現 〈not A but B〉 の構造を見抜かせる大定番の良問。空所の後ろにある to 不定詞の塊（ to complain：不平を言うため ）と、後ろにある but の後ろの塊（ to apologize：謝罪するため ）が綺麗に対比されている。 〈not A but B〉 の形を完成させることで、「彼は彼女に文句を言うため【ではなく】、謝罪するために会いに来たのだ」という自然な文脈が成立するため、not が正解。 just や still では but との相関関係を作れないため不可。,４択問題
The weather turned (      ) windy.,expected/unexpectedly/unexpected/expectation,unexpectedly,大阪経済大,動詞 turned（〜になった）の後ろにある形容詞 windy（風の強い）を、前から適切に修飾する品詞（副詞）を選択させる品詞識別問題。文構造は The weather（S） ＋ turned（V・第2文型） ＋ windy（C・形容詞） で完全に完成している。この形容詞 windy を修飾して「思いがけず風が強くなった」という意味の塊を作るには、【副詞】を配置しなければならない。したがって、唯一の副詞である unexpectedly が正解。 expected（形容詞）や expectation（名詞）は形容詞を修飾できないため不可。,４択問題
The state of emergency was not lifted (      ) enough hospital beds were secured.,since/as/because/until,until,大阪経済大,否定語の not と結びつき、「〜するまで…しなかった（〜してはじめて…した）」という意味を表す最頻出の重要構文 〈not ... until ~〉 の知識を問う良問。文脈は「十分な病床が確保される【まで】、緊急事態宣言は解除され【なかった】（＝病床が確保されてはじめて解除された）」となる。期間の終点を表す until を配置することで not ... until ~ の綺麗な構文が成立するため、until が正解。 since（〜以来）や because（〜だから）では、not との呼応によるこの明確な時間的限界を表現できないため不可。,４択問題
She tells me all the time not to be particular (      ) food.,to/on/for/about,about,北里大,「〜について好みがうるさい、〜にこだわる」という意味を表す重要形容詞句 〈be particular about ~〉 の知識（前置詞の選択）をストレートに問う良問。文脈は「彼女は私に、食べ物の【好みをうるさく言わ】ないようにといつも言う」となる。 particular は後ろに前置詞 about を伴って特定の対象へのこだわりを表すため、about が正解。 to や on、for ではこの定型表現を構成できないため不可。,４択問題
There are quite a (      ) interesting things to see.,few/much/number/many,few,北里大,後ろにある複数名詞 things と結びつき、「かなりの、相当数の」という意味の数量を表す重要慣用表現 〈quite a few〉 の知識を問う大定番の良問。一見すると few（ほとんどない）が入っているため否定的に見えるが、 〈quite a few ＋ 複数名詞〉 の形にすることで「かなりの数の〜（＝many）」という肯定的な強い強調表現になる。したがって few が正解。 a が直前にあるため much や many は配置できず、number を用いる場合は 〈a number of〉 にしなければならないため不可。,４択問題
"My friend's house is a nice place, but there (      ) furniture in it.",is a lot/are too many/is too much/are a few,is too much,北里大,名詞 furniture（家具）が【不可算名詞（数えられない名詞）】であることを見抜き、それに応じた正しい動詞の数（単数扱い）と修飾語の組み合わせを選択させる大定番の語法問題。 furniture は常に単数として扱う不可算名詞であるため、 there 構文の動詞は単数形の is でなければならない。また、不可算名詞を「多すぎる」と修飾する場合は many ではなく much を用いる（ too much ）。したがって is too much が正解。 are を用いた選択肢や、後ろに名詞を伴わない is a lot は不適合。,４択問題
The man was so kind (      ) me to the hospital.,taken/in order to take/as to take/that it takes,as to take,北里大,「非常に〜なので…する、…するほど〜だ」という結果・程度を表す重要構文 〈so ＋ 形容詞 ＋ as to do〉 の知識を問う大定番の良問。文脈は「その男性はとても親切【で】、私を病院へ連れて行って【くれた】」となる。 〈so ~ as to do〉 で「…するほど非常に〜だ」という決まった構造を作ることができるため、as to take が正解。 that を用いる場合は後ろに 〈S ＋ V〉 の完全な節（that he took me...）を続ける必要があるため、that it takes では文意が通らず不可。,４択問題
"He has been working very hard, so I think he (      ) a long vacation.",preserves/goes/points/supposes,deserves,北里大,後ろに直接名詞の目的語を伴い、「〜をもらう価値がある、〜に値する」という意味を構成する適切な他動詞（語彙）を問う良問。文脈は「彼は非常に熱心に働き続けているので、長期休暇を【もらう資格がある】と私は思う」となる。他動詞 deserve は 〈deserve ＋ 名詞 [to do]〉 の形で「〜に値する、〜にふさわしい」という意味を表すため、deserves が正解。 preserves（〜を保存する）、conserves（〜を保護する）、reserves（〜を予約する）では文脈が完全に不適合。,４択問題
"She tried to learn Spanish, but soon got tired (      ) it.",of/for/on/in,of,北里大,「〜に飽きる、〜にうんざりする」という意味を表す最頻出の重要群動詞句（イディオム） 〈get [be] tired of ~〉 の知識をストレートに問う大定番の良問。文脈は「彼女はスペイン語を学ぼうとしたが、すぐに【飽きてしまった】」となる。英語において「（行為や物事に）飽きる」と言う場合は前置詞 of を用いる（ get tired of ）。なお、肉体的な疲労（〜で疲れる）を表す場合は with や from を用いるが、for や on、in ではどちらの意味も構成できないため不可。,４択問題
He (      ) while he was playing soccer.,has injured/may be injured/was injured/injured,was injured,北里大,動詞 injure（〜を傷つける、怪我をさせる）の正しい語法（能動態と受動態の識別）を問う大定番の良問。 injure は「（他人の体を）傷つける」という他動詞であるため、主語である「彼」自身が「怪我をした」と言いたい場合は、受動態（ be injured ）の形にするのが絶対のルールである。また、後半の節が過去時制（ was playing ）であるため、主節も過去形にする。したがって、過去形の受動態である was injured が正解。能動態の injured では「彼が（誰か他の人を）傷つけた」となってしまい文脈が成立しない。,４択問題
"When I was a child, I (      ) candy.",used liking/used to like/used to like to,used to like,北里大,「（過去に）よく〜したものだった、昔は〜が好きだった」という過去の規則的な習慣や状態を表す超重要助動詞句 〈used to ＋ 動詞の原形〉 の知識を問う大定番の良問。文脈は「子供の頃、私はキャンディーが【好きだったものだ】」となる。 used to の後ろには直接動詞の原形（like）を続けるのが正しい語法であるため、used to like が正解。 be used to -ing（〜することに慣れている）と混同させる引っかけ選択肢（was used to like）や不要な to のついた選択肢は不可。,４択問題
"If I (      ) in your position, I would ask to speak with the director.",were/had/am/will be,were,北里大,主節にある助動詞の過去形 ＋ 動詞の原形（ would ask ）に着目し、現在の事実に反する仮定を表す「仮定法過去」の公式（ If ＋ 主語 ＋ 過去形 ）を正確に適用させる大定番の良問。文脈は「もし私があなたの立場【なら】、責任者と話をさせてほしいと頼むだろう」となる。現在の事実とは異なる想定（私があなたの立場になることは実際にはない）を表現するため、if 節内の動詞は過去形（ be動詞の場合は原則として were ）にするのが絶対のルール。したがって were が正解。直説法の am や will be、意味の通らない had は不可。,４択問題
The café stays open all (      ) the night.,for/within/by/through,through,北里大,「一晩中、夜の間ずっとくまなく」という特定の時間の継続・一貫性を強調する適切な前置詞（語彙）を問う良問。空所の直前にある all と結びつき、 〈all through the night〉 で「一晩中ずっと、夜通し」という決まった副詞句を作る。文脈は「そのカフェは【夜通し】営業している」となるため、through が正解。 for（〜の間）を用いる場合は all through のような一貫性の強調のニュアンスが作れず、within（〜以内に）や by（〜までに）では文脈が成立しない。,４択問題
Look both ways before (      ) the road.,your cross/crossing/being crossed/cross,crossing,杏林大,接続詞 before の後ろで主語が省略され、動詞が適切な形（分詞構文、または前置詞の後ろの動動詞）に変化した形を問う大定番の良問。文脈は「道路を【渡る】前に両側（左右）を見なさい」となる。命令文であるため主語は You であり、道路を「渡る」のは能動の行為。 before crossing で「渡る前に」というおなじみの塊を作るため、crossing が正解。原形の cross や意味の通らない your cross、受動態の being crossed は不可。,４択問題
I came near to (      ) over by a car.,run/having run/being run/might have run,being run,杏林大,「危うく〜しそうになる」という意味を表す 〈come near to -ing〉 の知識と、動名詞の受動態の形を正確に見抜かせる良問。 to は前置詞であるため、後ろには動名詞（-ing）を置く必要がある。また、文末に by a car（車によって）とあり、他動詞 run over（車が人をひく）の主語が「I（私）」であることから、「車に【ひかれそうに】なった」という【受動（受け身）】の文脈を完成させなければならない。したがって、動名詞の受動態の形である being run が正解。,４択問題
"Because of the heavy rain, (      ) students came on time.",so that/few/in which/a little,few,杏林大,前半の理由を表す副詞句（大雨のせいで）の文脈と、後ろにある可算名詞の複数形（students）を適切に修飾できる数量形容詞（語彙）を問う良問。文脈は「大雨のせいで、時間通りに来た生徒は【ほとんどいなかった】」となる。 students が数えられる名詞の複数形であるため、不可算名詞を修飾する a little は不可。また、大雨の「せいで」時間通りに来られた生徒はマイナス（ほとんどいない）になるはずなので、準否定語の few が完全に合致し正解。 so that などの接続詞や関係詞では文が成立しない。,４択問題
Shinji would answer the phone if he (      ) at home.,be/were/has been/would have been,were,杏林大,主節にある 〈助動詞の過去形 ＋ 動詞の原形（ would answer ）〉 に着目し、現在の事実に反する仮定を表す「仮定法過去」の公式（ If ＋ 主語 ＋ 過去形 ）を綺麗に適用させる大定番の良問。文脈は「もしシンジが家に【いるならば】、電話に出るだろうに（実際はいないので出ない）」となる。 if 節内の be 動詞は主語に関わらず原則として were を用いるのが絶対のルールであるため、were が正解。 will の過去形が入った would have been などは不可。,４択問題
Professor Smith was seen (      ) out of his office at 3:30 p.m.,and come/came/has come/to come,to come,杏林大,知覚動詞 see を用いた第5文型（ SVOC ）の能動態 〈see O ＋ 原形不定詞〉 が、受動態に変化した際の「語順・形の変化」のルールを問う最頻出の重要語法問題。能動態のときに補語（C）の位置にあった【動詞の原形】は、受動態に書き換える際、必ず 【 to 不定詞 】 に変化させなければならないという絶対のルールがある（ 〈be seen to do〉 ）。したがって to come が正解。原形のままの come や過去形の came は配置できない。,４択問題
The passengers on the plane seemed to be (      ) after their long flight.,memorable/exhausted/established/damaged,exhausted,杏林大,「長い飛行（long flight）の後」という状況から、飛行機の乗客たちの状態を表すのに最も自然な形容詞（語彙）を選ばせる標準的な良問。文脈は「飛行機の乗客たちは、長旅の後で【疲れ果てている】ようだった」となる。人間が「（体力を使い果たして）疲れ切っている」と表現する際にぴったりとはまる exhausted が正解。 memorable（記憶に残る）、established（確立された）、damaged（損傷した：主に物に対して使う）では文脈が成立しない。,４択問題
"When I lost my debit card last week, I was (      ) someone would use it to purchase something online.",enthusiasm/exciting/concerned/considered,concerned,杏林大,「〜を心配している、懸念している」という意味を構成し、後ろに that 節を伴うことができる適切な感情・心理を表す形容詞（語法・語彙）を問う良問。文脈は「先週デビットカードを紛失したとき、誰かがそれをオンラインで何かを購入するために使うのではないかと【心配だった（不安だった）】」となる。 〈be concerned (that) ~〉 で「〜ではないかと心配する」という意味になるため、concerned が正解。 enthusiasm は名詞（熱意）なので不可。 exciting は「人をワクワクさせる」という意味なので不適合。,４択問題
